tag,step,value
training/n_collected_steps,303104,4096.0
training/n_collected_steps,307200,4096.0
training/n_collected_steps,311296,4096.0
training/n_collected_steps,315392,4096.0
training/n_collected_steps,319488,4096.0
training/n_collected_steps,323584,4096.0
training/n_collected_steps,327680,4096.0
training/n_collected_steps,331776,4096.0
training/n_collected_steps,335872,4096.0
training/n_collected_steps,339968,4096.0
training/n_collected_steps,344064,4096.0
training/n_collected_steps,348160,4096.0
training/n_collected_steps,352256,4096.0
training/n_collected_steps,356352,4096.0
training/n_collected_steps,360448,4096.0
training/n_collected_steps,364544,4096.0
training/n_collected_steps,368640,4096.0
training/n_collected_steps,372736,4096.0
training/n_collected_steps,376832,4096.0
training/n_collected_steps,380928,4096.0
training/n_collected_steps,385024,4096.0
training/n_collected_steps,389120,4096.0
training/n_collected_steps,393216,4096.0
training/n_collected_steps,397312,4096.0
training/n_collected_steps,401408,4096.0
training/n_collected_steps,405504,4096.0
training/n_collected_steps,409600,4096.0
training/n_collected_steps,413696,4096.0
training/n_collected_steps,417792,4096.0
training/n_collected_steps,421888,4096.0
training/n_collected_steps,425984,4096.0
training/n_collected_steps,430080,4096.0
training/n_collected_steps,434176,4096.0
training/n_collected_steps,438272,4096.0
training/n_collected_steps,442368,4096.0
training/n_collected_steps,446464,4096.0
training/n_collected_steps,450560,4096.0
training/n_collected_steps,454656,4096.0
training/n_collected_steps,458752,4096.0
training/n_collected_steps,462848,4096.0
training/n_collected_steps,466944,4096.0
training/n_collected_steps,471040,4096.0
training/n_collected_steps,475136,4096.0
training/n_collected_steps,479232,4096.0
training/n_collected_steps,483328,4096.0
training/n_collected_steps,487424,4096.0
training/n_collected_steps,491520,4096.0
training/n_collected_steps,495616,4096.0
training/n_collected_steps,499712,4096.0
training/n_collected_steps,503808,4096.0
training/n_collected_steps,507904,4096.0
training/n_collected_steps,512000,4096.0
training/n_collected_steps,516096,4096.0
training/n_collected_steps,520192,4096.0
training/n_collected_steps,524288,4096.0
training/n_collected_steps,528384,4096.0
training/n_collected_steps,532480,4096.0
training/n_collected_steps,536576,4096.0
training/n_collected_steps,540672,4096.0
training/n_collected_steps,544768,4096.0
training/n_collected_steps,548864,4096.0
training/n_collected_steps,552960,4096.0
training/n_collected_steps,557056,4096.0
training/n_collected_steps,561152,4096.0
training/n_collected_steps,565248,4096.0
training/n_collected_steps,569344,4096.0
training/n_collected_steps,573440,4096.0
training/n_collected_steps,577536,4096.0
training/n_collected_steps,581632,4096.0
training/n_collected_steps,585728,4096.0
training/n_collected_steps,589824,4096.0
training/n_collected_steps,593920,4096.0
training/n_collected_steps,598016,4096.0
training/n_collected_steps,602112,4096.0
training/n_collected_steps,606208,4096.0
training/n_collected_steps,610304,4096.0
training/n_collected_steps,614400,4096.0
training/n_collected_steps,618496,4096.0
training/n_collected_steps,622592,4096.0
training/n_collected_steps,626688,4096.0
training/n_collected_steps,630784,4096.0
training/n_collected_steps,634880,4096.0
training/n_collected_steps,638976,4096.0
training/n_collected_steps,643072,4096.0
training/n_collected_steps,647168,4096.0
training/n_collected_steps,651264,4096.0
training/n_collected_steps,655360,4096.0
training/n_collected_steps,659456,4096.0
training/n_collected_steps,663552,4096.0
training/n_collected_steps,667648,4096.0
training/n_collected_steps,671744,4096.0
training/n_collected_steps,675840,4096.0
training/n_collected_steps,679936,4096.0
training/n_collected_steps,684032,4096.0
training/n_collected_steps,688128,4096.0
training/n_collected_steps,692224,4096.0
training/n_collected_steps,696320,4096.0
training/n_collected_steps,700416,4096.0
training/n_collected_steps,704512,4096.0
training/n_collected_steps,708608,4096.0
training/n_collected_steps,712704,4096.0
training/n_collected_steps,716800,4096.0
training/n_collected_steps,720896,4096.0
training/n_collected_steps,724992,4096.0
training/n_collected_steps,729088,4096.0
training/n_collected_steps,733184,4096.0
training/n_collected_steps,737280,4096.0
training/n_collected_steps,741376,4096.0
training/n_collected_steps,745472,4096.0
training/n_collected_steps,749568,4096.0
training/n_collected_steps,753664,4096.0
training/n_collected_steps,757760,4096.0
training/n_collected_steps,761856,4096.0
training/n_collected_steps,765952,4096.0
training/n_collected_steps,770048,4096.0
training/n_collected_steps,774144,4096.0
training/n_collected_steps,778240,4096.0
training/n_collected_steps,782336,4096.0
training/n_collected_steps,786432,4096.0
training/n_collected_steps,790528,4096.0
training/n_collected_steps,794624,4096.0
training/n_collected_steps,798720,4096.0
training/n_collected_steps,802816,4096.0
training/n_collected_steps,806912,4096.0
training/n_collected_steps,811008,4096.0
training/n_collected_steps,815104,4096.0
training/n_collected_steps,819200,4096.0
training/n_collected_steps,823296,4096.0
training/n_collected_steps,827392,4096.0
training/n_collected_steps,831488,4096.0
training/n_collected_steps,835584,4096.0
training/n_collected_steps,839680,4096.0
training/n_collected_steps,843776,4096.0
training/n_collected_steps,847872,4096.0
training/n_collected_steps,851968,4096.0
training/n_collected_steps,856064,4096.0
training/n_collected_steps,860160,4096.0
training/n_collected_steps,864256,4096.0
training/n_collected_steps,868352,4096.0
training/n_collected_steps,872448,4096.0
training/n_collected_steps,876544,4096.0
training/n_collected_steps,880640,4096.0
training/n_collected_steps,884736,4096.0
training/n_collected_steps,888832,4096.0
training/n_collected_steps,892928,4096.0
training/n_collected_steps,897024,4096.0
training/n_collected_steps,901120,4096.0
training/n_collected_steps,905216,4096.0
training/n_collected_steps,909312,4096.0
training/n_collected_steps,913408,4096.0
training/n_collected_steps,917504,4096.0
training/n_collected_steps,921600,4096.0
training/n_collected_steps,925696,4096.0
training/n_collected_steps,929792,4096.0
training/n_collected_steps,933888,4096.0
training/n_collected_steps,937984,4096.0
training/n_collected_steps,942080,4096.0
training/n_collected_steps,946176,4096.0
training/n_collected_steps,950272,4096.0
training/n_collected_steps,954368,4096.0
training/n_collected_steps,958464,4096.0
training/n_collected_steps,962560,4096.0
training/n_collected_steps,966656,4096.0
training/n_collected_steps,970752,4096.0
training/n_collected_steps,974848,4096.0
training/n_collected_steps,978944,4096.0
training/n_collected_steps,983040,4096.0
training/n_collected_steps,987136,4096.0
training/n_collected_steps,991232,4096.0
training/n_collected_steps,995328,4096.0
training/n_collected_steps,999424,4096.0
training/n_collected_steps,1003520,4096.0
training/n_collected_steps,1007616,4096.0
training/n_collected_steps,1011712,4096.0
training/n_collected_steps,1015808,4096.0
training/n_collected_steps,1019904,4096.0
training/n_collected_steps,1024000,4096.0
training/n_collected_steps,1028096,4096.0
training/n_collected_steps,1032192,4096.0
training/n_collected_steps,1036288,4096.0
training/n_collected_steps,1040384,4096.0
training/n_collected_steps,1044480,4096.0
training/n_collected_steps,1048576,4096.0
training/n_collected_steps,1052672,4096.0
training/n_collected_steps,1056768,4096.0
training/n_collected_steps,1060864,4096.0
training/n_collected_steps,1064960,4096.0
training/n_collected_steps,1069056,4096.0
training/n_collected_steps,1073152,4096.0
training/n_collected_steps,1077248,4096.0
training/n_collected_steps,1081344,4096.0
training/n_collected_steps,1085440,4096.0
training/n_collected_steps,1089536,4096.0
training/n_collected_steps,1093632,4096.0
training/n_collected_steps,1097728,4096.0
training/n_collected_steps,1101824,4096.0
training/n_collected_steps,1105920,4096.0
training/n_collected_steps,1110016,4096.0
training/n_collected_steps,1114112,4096.0
training/n_collected_steps,1118208,4096.0
training/n_collected_steps,1122304,4096.0
training/n_collected_steps,1126400,4096.0
training/n_collected_steps,1130496,4096.0
training/n_collected_steps,1134592,4096.0
training/n_collected_steps,1138688,4096.0
training/n_collected_steps,1142784,4096.0
training/n_collected_steps,1146880,4096.0
training/n_collected_steps,1150976,4096.0
training/n_collected_steps,1155072,4096.0
training/n_collected_steps,1159168,4096.0
training/n_collected_steps,1163264,4096.0
training/n_collected_steps,1167360,4096.0
training/n_collected_steps,1171456,4096.0
training/n_collected_steps,1175552,4096.0
training/n_collected_steps,1179648,4096.0
training/n_collected_steps,1183744,4096.0
training/n_collected_steps,1187840,4096.0
training/n_collected_steps,1191936,4096.0
training/n_collected_steps,1196032,4096.0
training/n_collected_steps,1200128,4096.0
training/n_collected_steps,1204224,4096.0
training/n_collected_steps,1208320,4096.0
training/n_collected_steps,1212416,4096.0
training/n_collected_steps,1216512,4096.0
training/n_collected_steps,1220608,4096.0
training/n_collected_steps,1224704,4096.0
training/n_collected_steps,1228800,4096.0
training/n_collected_steps,1232896,4096.0
training/n_collected_steps,1236992,4096.0
training/n_collected_steps,1241088,4096.0
training/n_collected_steps,1245184,4096.0
training/n_collected_steps,1249280,4096.0
training/n_collected_steps,1253376,4096.0
training/n_collected_steps,1257472,4096.0
training/n_collected_steps,1261568,4096.0
training/n_collected_steps,1265664,4096.0
training/n_collected_steps,1269760,4096.0
training/n_collected_steps,1273856,4096.0
training/n_collected_steps,1277952,4096.0
training/n_collected_steps,1282048,4096.0
training/n_collected_steps,1286144,4096.0
training/n_collected_steps,1290240,4096.0
training/n_collected_steps,1294336,4096.0
training/n_collected_steps,1298432,4096.0
training/n_collected_steps,1302528,4096.0
training/n_collected_steps,1306624,4096.0
training/n_collected_steps,1310720,4096.0
training/n_collected_steps,1314816,4096.0
training/n_collected_steps,1318912,4096.0
training/n_collected_steps,1323008,4096.0
training/n_collected_steps,1327104,4096.0
training/n_collected_steps,1331200,4096.0
training/n_collected_steps,1335296,4096.0
training/n_collected_steps,1339392,4096.0
training/n_collected_steps,1343488,4096.0
training/n_collected_steps,1347584,4096.0
training/n_collected_steps,1351680,4096.0
training/n_collected_steps,1355776,4096.0
training/n_collected_steps,1359872,4096.0
training/n_collected_steps,1363968,4096.0
training/n_collected_steps,1368064,4096.0
training/n_collected_steps,1372160,4096.0
training/n_collected_steps,1376256,4096.0
training/n_collected_steps,1380352,4096.0
training/n_collected_steps,1384448,4096.0
training/n_collected_steps,1388544,4096.0
training/n_collected_steps,1392640,4096.0
training/n_collected_steps,1396736,4096.0
training/n_collected_steps,1400832,4096.0
training/n_collected_steps,1404928,4096.0
training/n_collected_steps,1409024,4096.0
training/n_collected_steps,1413120,4096.0
training/n_collected_steps,1417216,4096.0
training/n_collected_steps,1421312,4096.0
training/n_collected_steps,1425408,4096.0
training/n_collected_steps,1429504,4096.0
training/n_collected_steps,1433600,4096.0
training/n_collected_steps,1437696,4096.0
training/n_collected_steps,1441792,4096.0
training/n_collected_steps,1445888,4096.0
training/n_collected_steps,1449984,4096.0
training/n_collected_steps,1454080,4096.0
training/n_collected_steps,1458176,4096.0
training/n_collected_steps,1462272,4096.0
training/n_collected_steps,1466368,4096.0
training/n_collected_steps,1470464,4096.0
training/n_collected_steps,1474560,4096.0
training/n_collected_steps,1478656,4096.0
training/n_collected_steps,1482752,4096.0
training/n_collected_steps,1486848,4096.0
training/n_collected_steps,1490944,4096.0
training/n_collected_steps,1495040,4096.0
training/n_collected_steps,1499136,4096.0
training/n_collected_steps,1503232,4096.0
training/n_collected_steps,1507328,4096.0
training/n_collected_steps,1511424,4096.0
training/n_collected_steps,1515520,4096.0
training/n_collected_steps,1519616,4096.0
training/n_collected_steps,1523712,4096.0
training/n_collected_steps,1527808,4096.0
training/n_collected_steps,1531904,4096.0
training/n_collected_steps,1536000,4096.0
training/n_collected_steps,1540096,4096.0
training/n_collected_steps,1544192,4096.0
training/n_collected_steps,1548288,4096.0
training/n_collected_steps,1552384,4096.0
training/n_collected_steps,1556480,4096.0
training/n_collected_steps,1560576,4096.0
training/n_collected_steps,1564672,4096.0
training/n_collected_steps,1568768,4096.0
training/n_collected_steps,1572864,4096.0
training/n_collected_steps,1576960,4096.0
training/n_collected_steps,1581056,4096.0
training/n_collected_steps,1585152,4096.0
training/n_collected_steps,1589248,4096.0
training/n_collected_steps,1593344,4096.0
training/n_collected_steps,1597440,4096.0
training/n_collected_steps,1601536,4096.0
training/n_collected_steps,1605632,4096.0
training/n_collected_steps,1609728,4096.0
training/n_collected_steps,1613824,4096.0
training/n_collected_steps,1617920,4096.0
training/n_collected_steps,1622016,4096.0
training/n_collected_steps,1626112,4096.0
training/n_collected_steps,1630208,4096.0
training/n_collected_steps,1634304,4096.0
training/n_collected_steps,1638400,4096.0
training/n_collected_steps,1642496,4096.0
training/n_collected_steps,1646592,4096.0
training/n_collected_steps,1650688,4096.0
training/n_collected_steps,1654784,4096.0
training/n_collected_steps,1658880,4096.0
training/n_collected_steps,1662976,4096.0
training/n_collected_steps,1667072,4096.0
training/n_collected_steps,1671168,4096.0
training/n_collected_steps,1675264,4096.0
training/n_collected_steps,1679360,4096.0
training/n_collected_steps,1683456,4096.0
training/n_collected_steps,1687552,4096.0
training/n_collected_steps,1691648,4096.0
training/n_collected_steps,1695744,4096.0
training/n_collected_steps,1699840,4096.0
training/n_collected_steps,1703936,4096.0
training/n_collected_steps,1708032,4096.0
training/n_collected_steps,1712128,4096.0
training/n_collected_steps,1716224,4096.0
training/n_collected_steps,1720320,4096.0
training/n_collected_steps,1724416,4096.0
training/n_collected_steps,1728512,4096.0
training/n_collected_steps,1732608,4096.0
training/collect_time,4096,49.156742095947266
training/collect_time,8192,37.215911865234375
training/collect_time,12288,37.058326721191406
training/collect_time,16384,41.11563491821289
training/collect_time,20480,37.39555358886719
training/collect_time,24576,37.489234924316406
training/collect_time,28672,37.43950653076172
training/collect_time,32768,40.19630813598633
training/collect_time,36864,37.638519287109375
training/collect_time,40960,38.1738166809082
training/collect_time,45056,39.90095520019531
training/collect_time,49152,37.62870788574219
training/collect_time,53248,37.81412887573242
training/collect_time,57344,37.07538604736328
training/collect_time,61440,41.003719329833984
training/collect_time,65536,36.921051025390625
training/collect_time,69632,37.18642807006836
training/collect_time,73728,39.60630416870117
training/collect_time,77824,37.28470993041992
training/collect_time,81920,37.048763275146484
training/collect_time,86016,37.15050506591797
training/collect_time,90112,40.8785514831543
training/collect_time,94208,37.32887649536133
training/collect_time,98304,37.027400970458984
training/collect_time,102400,39.496307373046875
training/collect_time,106496,37.029876708984375
training/collect_time,110592,37.341392517089844
training/collect_time,114688,37.68297576904297
training/collect_time,118784,39.691978454589844
training/collect_time,122880,37.203765869140625
training/collect_time,126976,37.318359375
training/collect_time,131072,37.330692291259766
training/collect_time,135168,39.739994049072266
training/collect_time,139264,37.240177154541016
training/collect_time,143360,37.29966354370117
training/collect_time,147456,39.923545837402344
training/collect_time,151552,37.59672546386719
training/collect_time,155648,37.293434143066406
training/collect_time,159744,37.222145080566406
training/collect_time,163840,41.75634002685547
training/collect_time,167936,37.12253952026367
training/collect_time,172032,36.91944122314453
training/collect_time,176128,40.064762115478516
training/collect_time,180224,37.326908111572266
training/collect_time,184320,37.394386291503906
training/collect_time,188416,37.32332992553711
training/collect_time,192512,40.01960372924805
training/collect_time,196608,38.89882278442383
training/collect_time,200704,37.59911346435547
training/collect_time,204800,39.93952560424805
training/collect_time,208896,37.08241271972656
training/collect_time,212992,37.36447525024414
training/collect_time,217088,37.20492935180664
training/collect_time,221184,39.85793685913086
training/collect_time,225280,37.34406661987305
training/collect_time,229376,36.94782638549805
training/collect_time,233472,38.74323272705078
training/collect_time,237568,39.980350494384766
training/collect_time,241664,37.52456283569336
training/collect_time,245760,37.22664260864258
training/collect_time,249856,39.948246002197266
training/collect_time,253952,37.13465118408203
training/collect_time,258048,37.20010757446289
training/collect_time,262144,37.476749420166016
training/collect_time,266240,39.76416778564453
training/collect_time,270336,37.33858108520508
training/collect_time,274432,37.72228240966797
training/collect_time,278528,39.90031051635742
training/collect_time,282624,37.545997619628906
training/collect_time,286720,37.578880310058594
training/collect_time,290816,37.32204055786133
training/collect_time,294912,40.146942138671875
training/collect_time,299008,37.52641677856445
training/collect_time,303104,37.673057556152344
training/collect_time,307200,40.11064147949219
training/collect_time,311296,37.4132080078125
training/collect_time,315392,37.58445739746094
training/collect_time,319488,37.47987747192383
training/collect_time,323584,41.79563522338867
training/collect_time,327680,37.07994079589844
training/collect_time,331776,37.205665588378906
training/collect_time,335872,37.35773849487305
training/collect_time,339968,40.15483856201172
training/collect_time,344064,37.31099319458008
training/collect_time,348160,37.716468811035156
training/collect_time,352256,39.81135940551758
training/collect_time,356352,37.13669967651367
training/collect_time,360448,37.25584411621094
training/collect_time,364544,37.657161712646484
training/collect_time,368640,41.9111442565918
training/collect_time,372736,37.0648193359375
training/collect_time,376832,37.48553466796875
training/collect_time,380928,39.89270782470703
training/collect_time,385024,37.44538116455078
training/collect_time,389120,37.60590362548828
training/collect_time,393216,37.415367126464844
training/collect_time,397312,40.594871520996094
training/collect_time,401408,37.78441619873047
training/collect_time,405504,37.34886169433594
training/collect_time,409600,40.16628646850586
training/collect_time,413696,37.699378967285156
training/collect_time,417792,37.49053192138672
training/collect_time,421888,37.418060302734375
training/collect_time,425984,42.444679260253906
training/collect_time,430080,37.65040969848633
training/collect_time,434176,37.59271240234375
training/collect_time,438272,37.35743713378906
training/collect_time,442368,40.10894775390625
training/collect_time,446464,37.67281723022461
training/collect_time,450560,37.32838439941406
training/collect_time,454656,40.21003723144531
training/collect_time,458752,37.64242172241211
training/collect_time,462848,39.56253433227539
training/collect_time,466944,37.3671875
training/collect_time,471040,40.06415557861328
training/collect_time,475136,37.479759216308594
training/collect_time,479232,37.50399398803711
training/collect_time,483328,40.18081283569336
training/collect_time,487424,37.7200927734375
training/collect_time,491520,37.65782165527344
training/collect_time,495616,37.8267936706543
training/collect_time,499712,40.209571838378906
training/collect_time,503808,38.01203536987305
training/collect_time,507904,37.70767593383789
training/collect_time,512000,42.60304260253906
training/collect_time,516096,37.625484466552734
training/collect_time,520192,37.81093978881836
training/collect_time,524288,37.79749298095703
training/collect_time,528384,39.925697326660156
training/collect_time,532480,37.6987190246582
training/collect_time,536576,39.32722854614258
training/collect_time,540672,37.476318359375
training/collect_time,544768,40.138301849365234
training/collect_time,548864,37.34423065185547
training/collect_time,552960,37.453086853027344
training/collect_time,557056,42.18882369995117
training/collect_time,561152,37.522850036621094
training/collect_time,565248,37.63761901855469
training/collect_time,569344,38.01640319824219
training/collect_time,573440,40.22219467163086
training/collect_time,577536,37.77109146118164
training/collect_time,581632,37.4350471496582
training/collect_time,585728,40.279014587402344
training/collect_time,589824,37.96504211425781
training/collect_time,593920,37.564414978027344
training/collect_time,598016,38.081912994384766
training/collect_time,602112,39.94239044189453
training/collect_time,606208,37.65040588378906
training/collect_time,610304,37.64643478393555
training/collect_time,614400,40.071693420410156
training/collect_time,618496,40.19610595703125
training/collect_time,622592,37.66007614135742
training/collect_time,626688,37.708683013916016
training/collect_time,630784,40.349632263183594
training/collect_time,634880,38.02332305908203
training/collect_time,638976,37.74149703979492
training/collect_time,643072,37.71041488647461
training/collect_time,647168,40.47453308105469
training/collect_time,651264,37.347110748291016
training/collect_time,655360,37.77056884765625
training/collect_time,659456,40.38225555419922
training/collect_time,663552,37.94634246826172
training/collect_time,667648,37.46196746826172
training/collect_time,671744,37.7603759765625
training/collect_time,675840,40.15753936767578
training/collect_time,679936,40.349510192871094
training/collect_time,684032,37.73969650268555
training/collect_time,688128,39.9676399230957
training/collect_time,692224,37.993717193603516
training/collect_time,696320,41.33543395996094
training/collect_time,700416,37.21812438964844
training/collect_time,704512,40.57596206665039
training/collect_time,708608,37.62042999267578
training/collect_time,712704,38.34910583496094
training/collect_time,716800,40.10786437988281
training/collect_time,720896,37.96581268310547
training/collect_time,724992,37.79086685180664
training/collect_time,729088,37.970951080322266
training/collect_time,733184,40.69772720336914
training/collect_time,737280,39.943214416503906
training/collect_time,741376,37.782283782958984
training/collect_time,745472,37.82387161254883
training/collect_time,749568,39.90959930419922
training/collect_time,753664,37.78971481323242
training/collect_time,757760,36.63849639892578
training/collect_time,761856,39.72751998901367
training/collect_time,765952,40.0631103515625
training/collect_time,770048,37.46198272705078
training/collect_time,774144,37.7322883605957
training/collect_time,778240,40.22269058227539
training/collect_time,782336,37.59914016723633
training/collect_time,786432,37.77648162841797
training/collect_time,790528,40.121299743652344
training/collect_time,794624,37.79142379760742
training/collect_time,798720,37.97452926635742
training/collect_time,802816,37.75095748901367
training/collect_time,806912,40.24889373779297
training/collect_time,811008,37.71182632446289
training/collect_time,815104,37.8237419128418
training/collect_time,819200,40.366920471191406
training/collect_time,823296,37.66313934326172
training/collect_time,827392,37.7043571472168
training/collect_time,831488,38.11792755126953
training/collect_time,835584,40.14386749267578
training/collect_time,839680,37.564762115478516
training/collect_time,843776,40.2381591796875
training/collect_time,847872,37.35688400268555
training/collect_time,851968,40.383094787597656
training/collect_time,856064,37.73207473754883
training/collect_time,860160,37.42605209350586
training/collect_time,864256,40.22038650512695
training/collect_time,868352,37.68541717529297
training/collect_time,872448,37.54285430908203
training/collect_time,876544,37.90734100341797
training/collect_time,880640,40.04558181762695
training/collect_time,884736,37.923336029052734
training/collect_time,888832,37.684078216552734
training/collect_time,892928,40.172210693359375
training/collect_time,897024,37.53998565673828
training/collect_time,901120,37.29735565185547
training/collect_time,905216,38.23954772949219
training/collect_time,909312,40.13165283203125
training/collect_time,913408,37.69333267211914
training/collect_time,917504,37.6560173034668
training/collect_time,921600,40.076927185058594
training/collect_time,925696,37.84210968017578
training/collect_time,929792,37.72674560546875
training/collect_time,933888,37.905494689941406
training/collect_time,937984,40.40752029418945
training/collect_time,942080,37.647705078125
training/collect_time,946176,38.13008499145508
training/collect_time,950272,37.61484909057617
training/collect_time,954368,43.44927215576172
training/collect_time,958464,37.559242248535156
training/collect_time,962560,37.3351936340332
training/collect_time,966656,40.49470520019531
training/collect_time,970752,37.99666976928711
training/collect_time,974848,37.85094451904297
training/collect_time,978944,37.546199798583984
training/collect_time,983040,40.07109832763672
training/collect_time,987136,37.61328887939453
training/collect_time,991232,37.954429626464844
training/collect_time,995328,42.90735626220703
training/collect_time,999424,38.07074737548828
training/collect_time,1003520,37.73905944824219
training/collect_time,1007616,37.87254333496094
training/collect_time,1011712,40.06190490722656
training/collect_time,1015808,37.97540283203125
training/collect_time,1019904,37.802188873291016
training/collect_time,1024000,40.41865158081055
training/collect_time,1028096,37.84941864013672
training/collect_time,1032192,37.99376678466797
training/collect_time,1036288,37.457489013671875
training/collect_time,1040384,43.083221435546875
training/collect_time,1044480,37.74790573120117
training/collect_time,1048576,37.47595977783203
training/collect_time,1052672,37.610137939453125
training/collect_time,1056768,39.78947830200195
training/collect_time,1060864,37.80012130737305
training/collect_time,1064960,37.150428771972656
training/collect_time,1069056,40.36537170410156
training/collect_time,1073152,37.88480758666992
training/collect_time,1077248,37.98243713378906
training/collect_time,1081344,37.71346664428711
training/collect_time,1085440,39.85070037841797
training/collect_time,1089536,37.24138641357422
training/collect_time,1093632,37.5322380065918
training/collect_time,1097728,40.023719787597656
training/collect_time,1101824,42.018402099609375
training/collect_time,1105920,37.50310516357422
training/collect_time,1110016,37.644798278808594
training/collect_time,1114112,40.22555923461914
training/collect_time,1118208,37.233604431152344
training/collect_time,1122304,37.573062896728516
training/collect_time,1126400,40.34696960449219
training/collect_time,1130496,37.58357238769531
training/collect_time,1134592,37.657745361328125
training/collect_time,1138688,37.57398223876953
training/collect_time,1142784,40.0391960144043
training/collect_time,1146880,37.89807891845703
training/collect_time,1150976,37.52494812011719
training/collect_time,1155072,37.505401611328125
training/collect_time,1159168,40.140933990478516
training/collect_time,1163264,37.43781280517578
training/collect_time,1167360,37.96730422973633
training/collect_time,1171456,39.75449752807617
training/collect_time,1175552,37.703582763671875
training/collect_time,1179648,37.59617614746094
training/collect_time,1183744,37.28295135498047
training/collect_time,1187840,39.935821533203125
training/collect_time,1191936,37.81927490234375
training/collect_time,1196032,37.894588470458984
training/collect_time,1200128,40.22254943847656
training/collect_time,1204224,38.13901901245117
training/collect_time,1208320,37.77000427246094
training/collect_time,1212416,37.86531066894531
training/collect_time,1216512,40.45785903930664
training/collect_time,1220608,37.75773239135742
training/collect_time,1224704,37.69851303100586
training/collect_time,1228800,40.55289840698242
training/collect_time,1232896,38.07634735107422
training/collect_time,1236992,37.687835693359375
training/collect_time,1241088,37.51343536376953
training/collect_time,1245184,40.119041442871094
training/collect_time,1249280,37.658233642578125
training/collect_time,1253376,37.62567901611328
training/collect_time,1257472,37.88934326171875
training/collect_time,1261568,39.85093307495117
training/collect_time,1265664,37.584590911865234
training/collect_time,1269760,37.67481231689453
training/collect_time,1273856,40.23781967163086
training/collect_time,1277952,37.81171417236328
training/collect_time,1282048,37.96881866455078
training/collect_time,1286144,38.006126403808594
training/collect_time,1290240,41.8682861328125
training/collect_time,1294336,38.46458053588867
training/collect_time,1298432,37.451297760009766
training/collect_time,1302528,40.3029899597168
training/collect_time,1306624,37.690860748291016
training/collect_time,1310720,37.84654998779297
training/collect_time,1314816,37.623172760009766
training/collect_time,1318912,40.1866455078125
training/collect_time,1323008,37.54315185546875
training/collect_time,1327104,37.53961181640625
training/collect_time,1331200,39.85600662231445
training/collect_time,1335296,37.5568962097168
training/collect_time,1339392,38.02137756347656
training/collect_time,1343488,37.53120422363281
training/collect_time,1347584,40.24563980102539
training/collect_time,1351680,37.5285530090332
training/collect_time,1355776,37.56013488769531
training/collect_time,1359872,37.677467346191406
training/collect_time,1363968,40.15632629394531
training/collect_time,1368064,37.77863693237305
training/collect_time,1372160,37.8494987487793
training/collect_time,1376256,40.026302337646484
training/collect_time,1380352,37.422611236572266
training/collect_time,1384448,37.30095291137695
training/collect_time,1388544,37.4560432434082
training/collect_time,1392640,40.048179626464844
training/collect_time,1396736,37.52058792114258
training/collect_time,1400832,38.0147705078125
training/collect_time,1404928,40.40296173095703
training/collect_time,1409024,37.70425796508789
training/collect_time,1413120,37.79647445678711
training/collect_time,1417216,37.72785186767578
training/collect_time,1421312,40.0742073059082
training/collect_time,1425408,37.93992614746094
training/collect_time,1429504,40.665714263916016
training/collect_time,1433600,40.14548110961914
training/collect_time,1437696,37.69377899169922
training/collect_time,1441792,38.104705810546875
training/collect_time,1445888,37.53205108642578
training/collect_time,1449984,43.67183303833008
training/collect_time,1454080,37.74525451660156
training/collect_time,1458176,36.8035888671875
training/collect_time,1462272,37.656982421875
training/collect_time,1466368,39.89724349975586
training/collect_time,1470464,37.65584182739258
training/collect_time,1474560,37.50790023803711
training/collect_time,1478656,39.865203857421875
training/collect_time,1482752,37.73411560058594
training/collect_time,1486848,37.83479690551758
training/collect_time,1490944,37.28510665893555
training/collect_time,1495040,43.744300842285156
training/collect_time,1499136,37.71819305419922
training/collect_time,1503232,37.68797302246094
training/collect_time,1507328,39.87531661987305
training/collect_time,1511424,37.64336013793945
training/collect_time,1515520,37.59803771972656
training/collect_time,1519616,37.894432067871094
training/collect_time,1523712,40.12455749511719
training/collect_time,1527808,37.81248474121094
training/collect_time,1531904,37.554527282714844
training/collect_time,1536000,39.40041732788086
training/collect_time,1540096,37.896240234375
training/collect_time,1544192,37.959617614746094
training/collect_time,1548288,37.62785339355469
training/collect_time,1552384,40.1320915222168
training/collect_time,1556480,37.7649040222168
training/collect_time,1560576,37.48033905029297
training/collect_time,1564672,37.49708938598633
training/collect_time,1568768,40.169288635253906
training/collect_time,1572864,37.60406494140625
training/collect_time,1576960,37.68674850463867
training/collect_time,1581056,39.96540832519531
training/collect_time,1585152,37.77456283569336
training/collect_time,1589248,37.804443359375
training/collect_time,1593344,38.004554748535156
training/collect_time,1597440,43.91864776611328
training/collect_time,1601536,37.77670669555664
training/collect_time,1605632,37.796546936035156
training/collect_time,1609728,40.23292541503906
training/collect_time,1613824,37.67171096801758
training/collect_time,1617920,38.21855545043945
training/collect_time,1622016,41.35590362548828
training/collect_time,1626112,39.82878494262695
training/collect_time,1630208,37.92788314819336
training/collect_time,1634304,37.97935104370117
training/collect_time,1638400,43.60736846923828
training/collect_time,1642496,37.584327697753906
training/collect_time,1646592,37.802452087402344
training/collect_time,1650688,37.83515167236328
training/collect_time,1654784,40.196632385253906
training/collect_time,1658880,39.74263000488281
training/collect_time,1662976,41.70508575439453
training/collect_time,1667072,37.85962677001953
training/collect_time,1671168,43.81113052368164
